State,Direction,Type,Site location,Distance (m),Height (cm),DAT
Indiana,Downwind,Non-covered,Middle,3,52,21
Indiana,Downwind,Non-covered,Middle,4.6,62,21
Indiana,Downwind,Non-covered,Middle,4.6,60,21
Indiana,Downwind,Non-covered,Middle,4.6,62,21
Indiana,Downwind,Non-covered,Middle,4.6,61,21
Indiana,Downwind,Non-covered,Middle,4.6,60,21
Indiana,Downwind,Non-covered,Middle,4.6,64,21
Indiana,Downwind,Non-covered,Middle,4.6,57,21
Indiana,Downwind,Non-covered,Middle,4.6,59,21
Indiana,Downwind,Non-covered,Middle,4.6,49,21
Indiana,Downwind,Non-covered,Middle,4.6,51,21
Indiana,Downwind,Non-covered,Middle,6.1,51,21
Indiana,Downwind,Non-covered,Middle,6.1,59,21
Indiana,Downwind,Non-covered,Middle,6.1,62,21
Indiana,Downwind,Non-covered,Middle,6.1,61,21
Indiana,Downwind,Non-covered,Middle,6.1,66,21
Indiana,Downwind,Non-covered,Middle,6.1,62,21
Indiana,Downwind,Non-covered,Middle,6.1,57,21
Indiana,Downwind,Non-covered,Middle,6.1,58,21
Indiana,Downwind,Non-covered,Middle,6.1,58,21
Indiana,Downwind,Non-covered,Middle,6.1,58,21
Indiana,Downwind,Non-covered,Middle,7.6,59,21
Indiana,Downwind,Non-covered,Middle,7.6,55,21
Indiana,Downwind,Non-covered,Middle,7.6,54,21
Indiana,Downwind,Non-covered,Middle,7.6,61,21
Indiana,Downwind,Non-covered,Middle,7.6,61,21
Indiana,Downwind,Non-covered,Middle,7.6,58,21
Indiana,Downwind,Non-covered,Middle,7.6,55,21
Indiana,Downwind,Non-covered,Middle,7.6,58,21
Indiana,Downwind,Non-covered,Middle,7.6,58,21
Indiana,Downwind,Non-covered,Middle,7.6,54,21
Indiana,Downwind,Non-covered,Middle,9.1,62,21
Indiana,Downwind,Non-covered,Middle,9.1,50,21
Indiana,Downwind,Non-covered,Middle,9.1,50,21
Indiana,Downwind,Non-covered,Middle,9.1,62,21
Indiana,Downwind,Non-covered,Middle,9.1,53,21
Indiana,Downwind,Non-covered,Middle,9.1,50,21
Indiana,Downwind,Non-covered,Middle,9.1,59,21
Indiana,Downwind,Non-covered,Middle,9.1,60,21
Indiana,Downwind,Non-covered,Middle,9.1,53,21
Indiana,Downwind,Non-covered,Middle,9.1,51,21
Indiana,Downwind,Non-covered,Middle,10.7,59,21
Indiana,Downwind,Non-covered,Middle,10.7,59,21
Indiana,Downwind,Non-covered,Middle,10.7,54,21
Indiana,Downwind,Non-covered,Middle,10.7,53,21
Indiana,Downwind,Non-covered,Middle,10.7,50,21
Indiana,Downwind,Non-covered,Middle,10.7,57,21
Indiana,Downwind,Non-covered,Middle,10.7,62,21
Indiana,Downwind,Non-covered,Middle,10.7,54,21
Indiana,Downwind,Non-covered,Middle,10.7,56,21
Indiana,Downwind,Non-covered,Middle,10.7,55,21
Indiana,Downwind,Non-covered,Middle,12.2,59,21
Indiana,Downwind,Non-covered,Middle,12.2,52,21
Indiana,Downwind,Non-covered,Middle,12.2,56,21
Indiana,Downwind,Non-covered,Middle,12.2,53,21
Indiana,Downwind,Non-covered,Middle,12.2,54,21
Indiana,Downwind,Non-covered,Middle,12.2,54,21
Indiana,Downwind,Non-covered,Middle,12.2,56,21
Indiana,Downwind,Non-covered,Middle,12.2,52,21
Indiana,Downwind,Non-covered,Middle,12.2,49,21
Indiana,Downwind,Non-covered,Middle,12.2,57,21
Indiana,Downwind,Non-covered,Middle,13.7,58,21
Indiana,Downwind,Non-covered,Middle,13.7,62,21
Indiana,Downwind,Non-covered,Middle,13.7,61,21
Indiana,Downwind,Non-covered,Middle,13.7,63,21
Indiana,Downwind,Non-covered,Middle,13.7,60,21
Indiana,Downwind,Non-covered,Middle,13.7,60,21
Indiana,Downwind,Non-covered,Middle,13.7,64,21
Indiana,Downwind,Non-covered,Middle,13.7,63,21
Indiana,Downwind,Non-covered,Middle,13.7,57,21
Indiana,Downwind,Non-covered,Middle,13.7,56,21
Indiana,Downwind,Non-covered,South,1.5,12,21
Indiana,Downwind,Non-covered,South,1.5,14,21
Indiana,Downwind,Non-covered,South,1.5,20,21
Indiana,Downwind,Non-covered,South,1.5,20,21
Indiana,Downwind,Non-covered,South,1.5,25,21
Indiana,Downwind,Non-covered,South,1.5,24,21
Indiana,Downwind,Non-covered,South,1.5,20,21
Indiana,Downwind,Non-covered,South,1.5,16,21
Indiana,Downwind,Non-covered,South,1.5,18,21
Indiana,Downwind,Non-covered,South,1.5,17,21
Indiana,Downwind,Non-covered,South,3,34,21
Indiana,Downwind,Non-covered,South,3,33,21
Indiana,Downwind,Non-covered,South,3,37,21
Indiana,Downwind,Non-covered,South,3,37,21
Indiana,Downwind,Non-covered,South,3,30,21
Indiana,Downwind,Non-covered,South,3,40,21
Indiana,Downwind,Non-covered,South,3,36,21
Indiana,Downwind,Non-covered,South,3,40,21
Indiana,Downwind,Non-covered,South,3,36,21
Indiana,Downwind,Non-covered,South,3,32,21
Indiana,Downwind,Non-covered,South,4.6,41,21
Indiana,Downwind,Non-covered,South,4.6,42,21
Indiana,Downwind,Non-covered,South,4.6,35,21
Indiana,Downwind,Non-covered,South,4.6,50,21
Indiana,Downwind,Non-covered,South,4.6,44,21
Indiana,Downwind,Non-covered,South,4.6,48,21
Indiana,Downwind,Non-covered,South,4.6,49,21
Indiana,Downwind,Non-covered,South,4.6,44,21
Indiana,Downwind,Non-covered,South,4.6,50,21
Indiana,Downwind,Non-covered,South,4.6,52,21
Indiana,Downwind,Non-covered,South,6.1,43,21
Indiana,Downwind,Non-covered,South,6.1,46,21
Indiana,Downwind,Non-covered,South,6.1,44,21
Indiana,Downwind,Non-covered,South,6.1,43,21
Indiana,Downwind,Non-covered,South,6.1,50,21
Indiana,Downwind,Non-covered,South,6.1,51,21
Indiana,Downwind,Non-covered,South,6.1,52,21
Indiana,Downwind,Non-covered,South,6.1,45,21
Indiana,Downwind,Non-covered,South,6.1,47,21
Indiana,Downwind,Non-covered,South,6.1,48,21
Indiana,Downwind,Non-covered,South,7.6,42,21
Indiana,Downwind,Non-covered,South,7.6,41,21
Indiana,Downwind,Non-covered,South,7.6,38,21
Indiana,Downwind,Non-covered,South,7.6,44,21
Indiana,Downwind,Non-covered,South,7.6,43,21
Indiana,Downwind,Non-covered,South,7.6,47,21
Indiana,Downwind,Non-covered,South,7.6,42,21
Indiana,Downwind,Non-covered,South,7.6,47,21
Indiana,Downwind,Non-covered,South,7.6,50,21
Indiana,Downwind,Non-covered,South,7.6,51,21
Indiana,Downwind,Non-covered,South,9.1,46,21
Indiana,Downwind,Non-covered,South,9.1,47,21
Indiana,Downwind,Non-covered,South,9.1,46,21
Indiana,Downwind,Non-covered,South,9.1,48,21
Indiana,Downwind,Non-covered,South,9.1,44,21
Indiana,Downwind,Non-covered,South,9.1,47,21
Indiana,Downwind,Non-covered,South,9.1,49,21
Indiana,Downwind,Non-covered,South,9.1,44,21
Indiana,Downwind,Non-covered,South,9.1,49,21
Indiana,Downwind,Non-covered,South,9.1,44,21
Indiana,Downwind,Non-covered,South,10.7,49,21
Indiana,Downwind,Non-covered,South,10.7,48,21
Indiana,Downwind,Non-covered,South,10.7,45,21
Indiana,Downwind,Non-covered,South,10.7,44,21
Indiana,Downwind,Non-covered,South,10.7,48,21
Indiana,Downwind,Non-covered,South,10.7,49,21
Indiana,Downwind,Non-covered,South,10.7,50,21
Indiana,Downwind,Non-covered,South,10.7,49,21
Indiana,Downwind,Non-covered,South,10.7,50,21
Indiana,Downwind,Non-covered,South,10.7,51,21
Indiana,Downwind,Non-covered,South,12.2,53,21
Indiana,Downwind,Non-covered,South,12.2,53,21
Indiana,Downwind,Non-covered,South,12.2,53,21
Indiana,Downwind,Non-covered,South,12.2,57,21
Indiana,Downwind,Non-covered,South,12.2,44,21
Indiana,Downwind,Non-covered,South,12.2,51,21
Indiana,Downwind,Non-covered,South,12.2,63,21
Indiana,Downwind,Non-covered,South,12.2,55,21
Indiana,Downwind,Non-covered,South,12.2,54,21
Indiana,Downwind,Non-covered,South,12.2,51,21
Indiana,Downwind,Non-covered,South,13.7,50,21
Indiana,Downwind,Non-covered,South,13.7,52,21
Indiana,Downwind,Non-covered,South,13.7,52,21
Indiana,Downwind,Non-covered,South,13.7,50,21
Indiana,Downwind,Non-covered,South,13.7,57,21
Indiana,Downwind,Non-covered,South,13.7,52,21
Indiana,Downwind,Non-covered,South,13.7,55,21
Indiana,Downwind,Non-covered,South,13.7,56,21
Indiana,Downwind,Non-covered,South,13.7,57,21
Indiana,Downwind,Non-covered,South,13.7,53,21
Indiana,Upwind,Non-covered,North,0,61,21
Indiana,Upwind,Non-covered,North,0,62,21
Indiana,Upwind,Non-covered,North,0,66,21
Indiana,Upwind,Non-covered,North,0,62,21
Indiana,Upwind,Non-covered,North,0,66,21
Indiana,Upwind,Non-covered,North,0,55,21
Indiana,Upwind,Non-covered,North,0,65,21
Indiana,Upwind,Non-covered,North,0,56,21
Indiana,Upwind,Non-covered,North,0,57,21
Indiana,Upwind,Non-covered,North,0,60,21
Indiana,Upwind,Non-covered,Middle,0,58,21
Indiana,Upwind,Non-covered,Middle,0,50,21
Indiana,Upwind,Non-covered,Middle,0,63,21
Indiana,Upwind,Non-covered,Middle,0,57,21
Indiana,Upwind,Non-covered,Middle,0,54,21
Indiana,Upwind,Non-covered,Middle,0,58,21
Indiana,Upwind,Non-covered,Middle,0,55,21
Indiana,Upwind,Non-covered,Middle,0,58,21
Indiana,Upwind,Non-covered,Middle,0,59,21
Indiana,Upwind,Non-covered,Middle,0,61,21
Indiana,Upwind,Non-covered,South,0,64,21
Indiana,Upwind,Non-covered,South,0,64,21
Indiana,Upwind,Non-covered,South,0,57,21
Indiana,Upwind,Non-covered,South,0,58,21
Indiana,Upwind,Non-covered,South,0,58,21
Indiana,Upwind,Non-covered,South,0,64,21
Indiana,Upwind,Non-covered,South,0,60,21
Indiana,Upwind,Non-covered,South,0,58,21
Indiana,Upwind,Non-covered,South,0,60,21
Indiana,Upwind,Non-covered,South,0,60,21
Michigan,Downwind,Covered,A,0,45,21
Michigan,Downwind,Covered,A,0.8,44,21
Michigan,Downwind,Covered,A,1.5,44,21
Michigan,Downwind,Covered,A,2.3,45,21
Michigan,Downwind,Covered,A,3,42,21
Michigan,Downwind,Covered,A,3.8,43,21
Michigan,Downwind,Covered,A,4.6,47,21
Michigan,Downwind,Covered,A,5.3,48,21
Michigan,Downwind,Covered,A,6.1,45,21
Michigan,Downwind,Covered,A,6.9,45,21
Michigan,Downwind,Covered,A,7.6,47,21
Michigan,Downwind,Covered,A,8.4,48,21
Michigan,Downwind,Covered,A,9.1,48,21
Michigan,Downwind,Covered,A,9.9,45,21
Michigan,Downwind,Covered,A,10.7,46,21
Michigan,Downwind,Covered,A,11.4,47,21
Michigan,Downwind,Covered,A,12.2,47,21
Michigan,Downwind,Covered,A,13,44,21
Michigan,Downwind,Covered,A,13.7,47,21
Michigan,Downwind,Covered,A,14.5,48,21
Michigan,Downwind,Covered,A,15.2,48,21
Michigan,Downwind,Covered,B,0,60,21
Michigan,Downwind,Covered,B,0.8,57,21
Michigan,Downwind,Covered,B,1.5,58,21
Michigan,Downwind,Covered,B,2.3,56,21
Michigan,Downwind,Covered,B,3,60,21
Michigan,Downwind,Covered,B,3.8,60,21
Michigan,Downwind,Covered,B,4.6,55,21
Michigan,Downwind,Covered,B,5.3,57,21
Michigan,Downwind,Covered,B,6.1,59,21
Michigan,Downwind,Covered,B,6.9,63,21
Michigan,Downwind,Covered,B,7.6,59,21
Michigan,Downwind,Covered,B,8.4,59,21
Michigan,Downwind,Covered,B,9.1,60,21
Michigan,Downwind,Covered,B,9.9,58,21
Michigan,Downwind,Covered,B,10.7,59,21
Michigan,Downwind,Covered,B,11.4,52,21
Michigan,Downwind,Covered,B,12.2,60,21
Michigan,Downwind,Covered,B,13,55,21
Michigan,Downwind,Covered,B,13.7,58,21
Michigan,Downwind,Covered,B,14.5,58,21
Michigan,Downwind,Covered,B,15.2,62,21
Michigan,Downwind,Covered,C,0,40,21
Michigan,Downwind,Covered,C,0.8,40,21
Michigan,Downwind,Covered,C,1.5,45,21
Michigan,Downwind,Covered,C,2.3,46,21
Michigan,Downwind,Covered,C,3,42,21
Michigan,Downwind,Covered,C,3.8,50,21
Michigan,Downwind,Covered,C,4.6,50,21
Michigan,Downwind,Covered,C,5.3,48,21
Michigan,Downwind,Covered,C,6.1,48,21
Michigan,Downwind,Covered,C,6.9,50,21
Michigan,Downwind,Covered,C,7.6,52,21
Michigan,Downwind,Covered,C,8.4,50,21
Michigan,Downwind,Covered,C,9.1,50,21
Michigan,Downwind,Covered,C,9.9,45,21
Michigan,Downwind,Covered,C,10.7,46,21
Michigan,Downwind,Covered,C,11.4,46,21
Michigan,Downwind,Covered,C,12.2,46,21
Michigan,Downwind,Covered,C,13,46,21
Michigan,Downwind,Covered,C,13.7,48,21
Michigan,Downwind,Covered,C,14.5,46,21
Michigan,Downwind,Covered,C,15.2,48,21
Michigan,Downwind,Non-covered,A,0,29,21
Michigan,Downwind,Non-covered,A,0.8,32,21
Michigan,Downwind,Non-covered,A,1.5,31,21
Michigan,Downwind,Non-covered,A,2.3,32,21
Michigan,Downwind,Non-covered,A,3,30,21
Michigan,Downwind,Non-covered,A,3.8,31,21
Michigan,Downwind,Non-covered,A,4.6,37,21
Michigan,Downwind,Non-covered,A,5.3,35,21
Michigan,Downwind,Non-covered,A,6.1,38,21
Michigan,Downwind,Non-covered,A,6.9,40,21
Michigan,Downwind,Non-covered,A,7.6,37,21
Michigan,Downwind,Non-covered,A,8.4,37,21
Michigan,Downwind,Non-covered,A,9.1,35,21
Michigan,Downwind,Non-covered,A,9.9,40,21
Michigan,Downwind,Non-covered,A,10.7,39,21
Michigan,Downwind,Non-covered,A,11.4,37,21
Michigan,Downwind,Non-covered,A,12.2,38,21
Michigan,Downwind,Non-covered,A,13,38,21
Michigan,Downwind,Non-covered,A,13.7,39,21
Michigan,Downwind,Non-covered,A,14.5,39,21
Michigan,Downwind,Non-covered,A,15.2,38,21
Michigan,Downwind,Non-covered,B,0,57,21
Michigan,Downwind,Non-covered,B,0.8,59,21
Michigan,Downwind,Non-covered,B,1.5,52,21
Michigan,Downwind,Non-covered,B,2.3,54,21
Michigan,Downwind,Non-covered,B,3,54,21
Michigan,Downwind,Non-covered,B,3.8,50,21
Michigan,Downwind,Non-covered,B,4.6,54,21
Michigan,Downwind,Non-covered,B,5.3,59,21
Michigan,Downwind,Non-covered,B,6.1,57,21
Michigan,Downwind,Non-covered,B,6.9,55,21
Michigan,Downwind,Non-covered,B,7.6,56,21
Michigan,Downwind,Non-covered,B,8.4,60,21
Michigan,Downwind,Non-covered,B,9.1,59,21
Michigan,Downwind,Non-covered,B,9.9,48,21
Michigan,Downwind,Non-covered,B,10.7,54,21
Michigan,Downwind,Non-covered,B,11.4,54,21
Michigan,Downwind,Non-covered,B,12.2,60,21
Michigan,Downwind,Non-covered,B,13,59,21
Michigan,Downwind,Non-covered,B,13.7,62,21
Michigan,Downwind,Non-covered,B,14.5,59,21
Michigan,Downwind,Non-covered,B,15.2,58,21
Michigan,Downwind,Non-covered,C,0,42,21
Michigan,Downwind,Non-covered,C,0.8,50,21
Michigan,Downwind,Non-covered,C,1.5,46,21
Michigan,Downwind,Non-covered,C,2.3,40,21
Michigan,Downwind,Non-covered,C,3,50,21
Michigan,Downwind,Non-covered,C,3.8,48,21
Michigan,Downwind,Non-covered,C,4.6,50,21
Michigan,Downwind,Non-covered,C,5.3,50,21
Michigan,Downwind,Non-covered,C,6.1,45,21
Michigan,Downwind,Non-covered,C,6.9,50,21
Michigan,Downwind,Non-covered,C,7.6,,21
Michigan,Downwind,Non-covered,C,8.4,,21
Michigan,Downwind,Non-covered,C,9.1,,21
Michigan,Downwind,Non-covered,C,9.9,,21
Michigan,Downwind,Non-covered,C,10.7,,21
Michigan,Downwind,Non-covered,C,11.4,,21
Michigan,Downwind,Non-covered,C,12.2,,21
Michigan,Downwind,Non-covered,C,13,,21
Michigan,Downwind,Non-covered,C,13.7,,21
Michigan,Downwind,Non-covered,C,14.5,,21
Michigan,Downwind,Non-covered,C,15.2,,21
Nebraska,Downwind,Covered,1,1.5,50,21
Nebraska,Downwind,Covered,1,3,50,21
Nebraska,Downwind,Covered,1,4.6,35,21
Nebraska,Downwind,Covered,1,6.1,40,21
Nebraska,Downwind,Covered,1,7.6,35,21
Nebraska,Downwind,Covered,1,9.1,35,21
Nebraska,Downwind,Covered,1,10.7,35,21
Nebraska,Downwind,Covered,1,12.2,35,21
Nebraska,Downwind,Covered,1,13.7,40,21
Nebraska,Downwind,Covered,1,15.2,40,21
Nebraska,Downwind,Covered,2,1.5,55,21
Nebraska,Downwind,Covered,2,3,50,21
Nebraska,Downwind,Covered,2,4.6,45,21
Nebraska,Downwind,Covered,2,6.1,40,21
Nebraska,Downwind,Covered,2,7.6,35,21
Nebraska,Downwind,Covered,2,9.1,35,21
Nebraska,Downwind,Covered,2,10.7,35,21
Nebraska,Downwind,Covered,2,12.2,30,21
Nebraska,Downwind,Covered,2,13.7,25,21
Nebraska,Downwind,Covered,2,15.2,30,21
Nebraska,Downwind,Covered,3,1.5,60,21
Nebraska,Downwind,Covered,3,3,55,21
Nebraska,Downwind,Covered,3,4.6,60,21
Nebraska,Downwind,Covered,3,6.1,60,21
Nebraska,Downwind,Covered,3,7.6,55,21
Nebraska,Downwind,Covered,3,9.1,55,21
Nebraska,Downwind,Covered,3,10.7,40,21
Nebraska,Downwind,Covered,3,12.2,35,21
Nebraska,Downwind,Covered,3,13.7,30,21
Nebraska,Downwind,Covered,3,15.2,25,21
Nebraska,Downwind,Non-covered,1,1.5,70,21
Nebraska,Downwind,Non-covered,1,3,65,21
Nebraska,Downwind,Non-covered,1,4.6,50,21
Nebraska,Downwind,Non-covered,1,6.1,45,21
Nebraska,Downwind,Non-covered,1,7.6,45,21
Nebraska,Downwind,Non-covered,1,9.1,45,21
Nebraska,Downwind,Non-covered,1,10.7,45,21
Nebraska,Downwind,Non-covered,1,12.2,45,21
Nebraska,Downwind,Non-covered,1,13.7,45,21
Nebraska,Downwind,Non-covered,1,15.2,45,21
Nebraska,Downwind,Non-covered,2,1.5,65,21
Nebraska,Downwind,Non-covered,2,3,65,21
Nebraska,Downwind,Non-covered,2,4.6,45,21
Nebraska,Downwind,Non-covered,2,6.1,45,21
Nebraska,Downwind,Non-covered,2,7.6,50,21
Nebraska,Downwind,Non-covered,2,9.1,45,21
Nebraska,Downwind,Non-covered,2,10.7,45,21
Nebraska,Downwind,Non-covered,2,12.2,45,21
Nebraska,Downwind,Non-covered,2,13.7,45,21
Nebraska,Downwind,Non-covered,2,15.2,45,21
Nebraska,Downwind,Non-covered,3,1.5,70,21
Nebraska,Downwind,Non-covered,3,3,65,21
Nebraska,Downwind,Non-covered,3,4.6,65,21
Nebraska,Downwind,Non-covered,3,6.1,60,21
Nebraska,Downwind,Non-covered,3,7.6,60,21
Nebraska,Downwind,Non-covered,3,9.1,60,21
Nebraska,Downwind,Non-covered,3,10.7,60,21
Nebraska,Downwind,Non-covered,3,12.2,55,21
Nebraska,Downwind,Non-covered,3,13.7,55,21
Nebraska,Downwind,Non-covered,3,15.2,50,21
Ontario,Downwind,Covered,1,1.5,72,21
Ontario,Downwind,Covered,1,1.5,75,21
Ontario,Downwind,Covered,1,1.5,72,21
Ontario,Downwind,Covered,1,1.5,64,21
Ontario,Downwind,Covered,1,1.5,73,21
Ontario,Downwind,Covered,1,1.5,68,21
Ontario,Downwind,Covered,1,1.5,77,21
Ontario,Downwind,Covered,1,1.5,76,21
Ontario,Downwind,Covered,1,1.5,78,21
Ontario,Downwind,Covered,1,1.5,74,21
Ontario,Downwind,Covered,2,1.5,86,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,90,21
Ontario,Downwind,Covered,2,1.5,90,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,92,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,89,21
Ontario,Downwind,Covered,2,1.5,88,21
Ontario,Downwind,Covered,3,1.5,88,21
Ontario,Downwind,Covered,3,1.5,87,21
Ontario,Downwind,Covered,3,1.5,89,21
Ontario,Downwind,Covered,3,1.5,88,21
Ontario,Downwind,Covered,3,1.5,92,21
Ontario,Downwind,Covered,3,1.5,90,21
Ontario,Downwind,Covered,3,1.5,91,21
Ontario,Downwind,Covered,3,1.5,91,21
Ontario,Downwind,Covered,3,1.5,90,21
Ontario,Downwind,Covered,3,1.5,91,21
Ontario,Downwind,Non-covered,1,1.5,80,21
Ontario,Downwind,Non-covered,1,1.5,71,21
Ontario,Downwind,Non-covered,1,1.5,82,21
Ontario,Downwind,Non-covered,1,1.5,80,21
Ontario,Downwind,Non-covered,1,1.5,78,21
Ontario,Downwind,Non-covered,1,1.5,79,21
Ontario,Downwind,Non-covered,1,1.5,77,21
Ontario,Downwind,Non-covered,1,1.5,80,21
Ontario,Downwind,Non-covered,1,1.5,82,21
Ontario,Downwind,Non-covered,1,1.5,85,21
Ontario,Downwind,Non-covered,2,1.5,75,21
Ontario,Downwind,Non-covered,2,1.5,80,21
Ontario,Downwind,Non-covered,2,1.5,75,21
Ontario,Downwind,Non-covered,2,1.5,74,21
Ontario,Downwind,Non-covered,2,1.5,76,21
Ontario,Downwind,Non-covered,2,1.5,75,21
Ontario,Downwind,Non-covered,2,1.5,76,21
Ontario,Downwind,Non-covered,2,1.5,77,21
Ontario,Downwind,Non-covered,2,1.5,80,21
Ontario,Downwind,Non-covered,2,1.5,77,21
Ontario,Downwind,Non-covered,3,1.5,84,21
Ontario,Downwind,Non-covered,3,1.5,82,21
Ontario,Downwind,Non-covered,3,1.5,78,21
Ontario,Downwind,Non-covered,3,1.5,87,21
Ontario,Downwind,Non-covered,3,1.5,87,21
Ontario,Downwind,Non-covered,3,1.5,89,21
Ontario,Downwind,Non-covered,3,1.5,86,21
Ontario,Downwind,Non-covered,3,1.5,85,21
Ontario,Downwind,Non-covered,3,1.5,81,21
Ontario,Downwind,Non-covered,3,1.5,82,21
Ontario,Downwind,Covered,1,3,62,21
Ontario,Downwind,Covered,1,3,64,21
Ontario,Downwind,Covered,1,3,63,21
Ontario,Downwind,Covered,1,3,70,21
Ontario,Downwind,Covered,1,3,73,21
Ontario,Downwind,Covered,1,3,71,21
Ontario,Downwind,Covered,1,3,69,21
Ontario,Downwind,Covered,1,3,70,21
Ontario,Downwind,Covered,1,3,72,21
Ontario,Downwind,Covered,1,3,73,21
Ontario,Downwind,Covered,2,3,90,21
Ontario,Downwind,Covered,2,3,88,21
Ontario,Downwind,Covered,2,3,87,21
Ontario,Downwind,Covered,2,3,85,21
Ontario,Downwind,Covered,2,3,90,21
Ontario,Downwind,Covered,2,3,87,21
Ontario,Downwind,Covered,2,3,89,21
Ontario,Downwind,Covered,2,3,88,21
Ontario,Downwind,Covered,2,3,86,21
Ontario,Downwind,Covered,2,3,86,21
Ontario,Downwind,Covered,3,3,89,21
Ontario,Downwind,Covered,3,3,90,21
Ontario,Downwind,Covered,3,3,90,21
Ontario,Downwind,Covered,3,3,90,21
Ontario,Downwind,Covered,3,3,89,21
Ontario,Downwind,Covered,3,3,87,21
Ontario,Downwind,Covered,3,3,89,21
Ontario,Downwind,Covered,3,3,91,21
Ontario,Downwind,Covered,3,3,91,21
Ontario,Downwind,Covered,3,3,87,21
Ontario,Downwind,Non-covered,1,3,86,21
Ontario,Downwind,Non-covered,1,3,85,21
Ontario,Downwind,Non-covered,1,3,87,21
Ontario,Downwind,Non-covered,1,3,86,21
Ontario,Downwind,Non-covered,1,3,85,21
Ontario,Downwind,Non-covered,1,3,80,21
Ontario,Downwind,Non-covered,1,3,87,21
Ontario,Downwind,Non-covered,1,3,90,21
Ontario,Downwind,Non-covered,1,3,89,21
Ontario,Downwind,Non-covered,1,3,87,21
Ontario,Downwind,Non-covered,2,3,86,21
Ontario,Downwind,Non-covered,2,3,85,21
Ontario,Downwind,Non-covered,2,3,82,21
Ontario,Downwind,Non-covered,2,3,77,21
Ontario,Downwind,Non-covered,2,3,81,21
Ontario,Downwind,Non-covered,2,3,78,21
Ontario,Downwind,Non-covered,2,3,79,21
Ontario,Downwind,Non-covered,2,3,75,21
Ontario,Downwind,Non-covered,2,3,80,21
Ontario,Downwind,Non-covered,2,3,79,21
Ontario,Downwind,Non-covered,3,3,83,21
Ontario,Downwind,Non-covered,3,3,89,21
Ontario,Downwind,Non-covered,3,3,84,21
Ontario,Downwind,Non-covered,3,3,89,21
Ontario,Downwind,Non-covered,3,3,85,21
Ontario,Downwind,Non-covered,3,3,76,21
Ontario,Downwind,Non-covered,3,3,83,21
Ontario,Downwind,Non-covered,3,3,82,21
Ontario,Downwind,Non-covered,3,3,84,21
Ontario,Downwind,Non-covered,3,3,85,21
Ontario,Downwind,Covered,1,4.6,78,21
Ontario,Downwind,Covered,1,4.6,80,21
Ontario,Downwind,Covered,1,4.6,75,21
Ontario,Downwind,Covered,1,4.6,80,21
Ontario,Downwind,Covered,1,4.6,81,21
Ontario,Downwind,Covered,1,4.6,76,21
Ontario,Downwind,Covered,1,4.6,74,21
Ontario,Downwind,Covered,1,4.6,79,21
Ontario,Downwind,Covered,1,4.6,78,21
Ontario,Downwind,Covered,1,4.6,80,21
Ontario,Downwind,Covered,2,4.6,87,21
Ontario,Downwind,Covered,2,4.6,89,21
Ontario,Downwind,Covered,2,4.6,89,21
Ontario,Downwind,Covered,2,4.6,86,21
Ontario,Downwind,Covered,2,4.6,87,21
Ontario,Downwind,Covered,2,4.6,89,21
Ontario,Downwind,Covered,2,4.6,90,21
Ontario,Downwind,Covered,2,4.6,91,21
Ontario,Downwind,Covered,2,4.6,86,21
Ontario,Downwind,Covered,2,4.6,86,21
Ontario,Downwind,Covered,3,4.6,87,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,90,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,89,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,88,21
Ontario,Downwind,Covered,3,4.6,88,21
Ontario,Downwind,Non-covered,1,4.6,90,21
Ontario,Downwind,Non-covered,1,4.6,91,21
Ontario,Downwind,Non-covered,1,4.6,90,21
Ontario,Downwind,Non-covered,1,4.6,90,21
Ontario,Downwind,Non-covered,1,4.6,89,21
Ontario,Downwind,Non-covered,1,4.6,90,21
Ontario,Downwind,Non-covered,1,4.6,89,21
Ontario,Downwind,Non-covered,1,4.6,91,21
Ontario,Downwind,Non-covered,1,4.6,91,21
Ontario,Downwind,Non-covered,1,4.6,88,21
Ontario,Downwind,Non-covered,2,4.6,85,21
Ontario,Downwind,Non-covered,2,4.6,84,21
Ontario,Downwind,Non-covered,2,4.6,76,21
Ontario,Downwind,Non-covered,2,4.6,81,21
Ontario,Downwind,Non-covered,2,4.6,78,21
Ontario,Downwind,Non-covered,2,4.6,84,21
Ontario,Downwind,Non-covered,2,4.6,85,21
Ontario,Downwind,Non-covered,2,4.6,83,21
Ontario,Downwind,Non-covered,2,4.6,82,21
Ontario,Downwind,Non-covered,2,4.6,79,21
Ontario,Downwind,Non-covered,3,4.6,91,21
Ontario,Downwind,Non-covered,3,4.6,88,21
Ontario,Downwind,Non-covered,3,4.6,87,21
Ontario,Downwind,Non-covered,3,4.6,89,21
Ontario,Downwind,Non-covered,3,4.6,88,21
